id,name,type,url,author_org_or_steward,category_or_domain,themes_tags,source_origin,source_detail,source_signal_count,expansion_status,review_status,public_use_status,suggested_toolkit_route,notes
E00708,Art of Hosting,Facilitation practice,https://artofhosting.org/,Art of Hosting,Participatory Research & Community Knowledge,hosting,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00709,Cooperation Jackson,Case study / org,https://cooperationjackson.org/,Cooperation Jackson,Participatory Research & Community Knowledge,solidarity economy,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00710,Presencing Institute,Theory U / practice,https://www.presencing.org/,Presencing Institute,Participatory Research & Community Knowledge,presencing,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00711,RIPESS,Network,https://ripess.org/,RIPESS,Participatory Research & Community Knowledge,solidarity economy,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00712,Shareable,Publication / resource hub,https://www.shareable.net/,Shareable,Participatory Research & Community Knowledge,"mutual aid, commons",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00713,Civil Monkey,Telegram / community,t.me/civilmonkey,Civil Monkey,Participatory Research & Community Knowledge,community,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00714,Communet,Mutual aid / network,https://www.communet.xyz/,Communet,Participatory Research & Community Knowledge,mutual aid,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00715,Decentral Park / GP NYC,Local node,Raw / no canonical link,Decentral Park / GreenPill NYC,Participatory Research & Community Knowledge,local node,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E00718,Ethereum Privacy Ecosystem Mapping,Article / map,https://paragraph.com/@web3privacy/ethereum-privacy-ecosystem-mapping,Web3Privacy Now,"Privacy, Identity & Digital Rights",Ethereum privacy,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01179,X Article lead - 1894383753398460416,Article / social longform,http://x.com/i/article/1894383753398460416,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @AzosFinance: https://t.co/xDP5FEz8dC
E01180,X Article lead - 1919027000095973376,Article / social longform,http://x.com/i/article/1919027000095973376,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @owocki: https://t.co/gjfuMkO0l3
E01181,X Article lead - 1929532866582532096,Article / social longform,http://x.com/i/article/1929532866582532096,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @lorepunkdoteth: https://t.co/x2aYfdoGj9
E01182,X Article lead - 1933588820169019392,Article / social longform,http://x.com/i/article/1933588820169019392,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @tecmns: https://t.co/fohxPU74Am
E01183,X Article lead - 1933810565853630464,Article / social longform,http://x.com/i/article/1933810565853630464,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @tokendynamics: https://t.co/xOL0JzFayc
E01184,X Article lead - 1934741278547152896,Article / social longform,http://x.com/i/article/1934741278547152896,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @tecmns: https://t.co/lClDsgdnkj
E01185,X Article lead - 1934945050619691009,Article / social longform,http://x.com/i/article/1934945050619691009,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @AzosFinance: https://t.co/VsKQEzOo8J
E01186,X Article lead - 1938219034429870080,Article / social longform,http://x.com/i/article/1938219034429870080,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @frontiertower: https://t.co/8flgSS0YbI
E01187,X Article lead - 1938628629904424961,Article / social longform,http://x.com/i/article/1938628629904424961,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @arlery: https://t.co/eUI0CT6Abn
E01188,X Article lead - 1940197887226314752,Article / social longform,http://x.com/i/article/1940197887226314752,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @tecmns: https://t.co/b96jfEj9Eu
E01189,X Article lead - 1940737705123430400,Article / social longform,http://x.com/i/article/1940737705123430400,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @jsuarez5341: https://t.co/DEMnbqPmtw
E01190,X Article lead - 1942754655072837632,Article / social longform,http://x.com/i/article/1942754655072837632,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @papa_raw: https://t.co/4BGNU0IrnT
E01191,X Article lead - 1943250791784910848,Article / social longform,http://x.com/i/article/1943250791784910848,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @linaventures1: https://t.co/h1Jj67RUMC
E01192,X Article lead - 1948240173487288320,Article / social longform,http://x.com/i/article/1948240173487288320,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @papa_raw: https://t.co/2iHeEV3tLW
E01193,X Article lead - 1950914537936556032,Article / social longform,http://x.com/i/article/1950914537936556032,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @flowstatecoop: https://t.co/Xelbq34V0i
E01194,X Article lead - 1957868896142213120,Article / social longform,http://x.com/i/article/1957868896142213120,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Frax: https://t.co/2vTbzVpW3G
E01195,X Article lead - 1960341211408916480,Article / social longform,http://x.com/i/article/1960341211408916480,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @binji_x: https://t.co/y1PmpAHf5R
E01196,X Article lead - 1960787788468719616,Article / social longform,http://x.com/i/article/1960787788468719616,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Dionysus_Klima: https://t.co/7FOa6Y4cbl
E01197,X Article lead - 1963302648410710016,Article / social longform,http://x.com/i/article/1963302648410710016,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Superfluid_HQ: https://t.co/4oPCyYJADE
E01198,X Article lead - 1963949802061758464,Article / social longform,http://x.com/i/article/1963949802061758464,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @haonan: https://t.co/LFjsaRg0Gb
E01199,X Article lead - 1965170051507744768,Article / social longform,http://x.com/i/article/1965170051507744768,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @flowstatecoop: https://t.co/2O0rWMnkst
E01200,X Article lead - 1965761574045351936,Article / social longform,http://x.com/i/article/1965761574045351936,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @A_Leutenegger: https://t.co/ZJmTs4V81n
E01201,X Article lead - 1968296793550028800,Article / social longform,http://x.com/i/article/1968296793550028800,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @binji_x: https://t.co/S0cThgc5wR
E01202,X Article lead - 1971218404276051968,Article / social longform,http://x.com/i/article/1971218404276051968,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @ECHInstitute: https://t.co/PRh7tVOXYq
E01203,X Article lead - 1973700584248127488,Article / social longform,http://x.com/i/article/1973700584248127488,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Abstract_Hzn: https://t.co/1FK0aUn4yZ
E01204,X Article lead - 1975909413635645440,Article / social longform,http://x.com/i/article/1975909413635645440,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @AnalogueUSB: https://t.co/PLzjS5nN2y
E01205,X Article lead - 1975931924364337152,Article / social longform,http://x.com/i/article/1975931924364337152,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @stablewatchHQ: https://t.co/7senveRiMf
E01206,X Article lead - 1976024112385409024,Article / social longform,http://x.com/i/article/1976024112385409024,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @shibuyafilm: https://t.co/EA6GS6x8Jt
E01207,X Article lead - 1977602744920772608,Article / social longform,http://x.com/i/article/1977602744920772608,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @wmougayar: https://t.co/aWOvJxrmYn
E01208,X Article lead - 1980557680067399680,Article / social longform,http://x.com/i/article/1980557680067399680,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @papa_raw: https://t.co/u5R0bz9RkT
E01209,X Article lead - 1985469744196304900,Article / social longform,http://x.com/i/article/1985469744196304900,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Zac_Aztec: https://t.co/pgr0cbBW6Y
E01210,X Article lead - 1985799101175283712,Article / social longform,http://x.com/i/article/1985799101175283712,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @IoachimViju: https://t.co/hJeZtnNEj7
E01211,X Article lead - 1987578279088304128,Article / social longform,http://x.com/i/article/1987578279088304128,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @0xNN2: https://t.co/1XmgOEufPc
E01212,X Article lead - 1987587412478881792,Article / social longform,http://x.com/i/article/1987587412478881792,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Toluajet: https://t.co/VbMHHntxiN
E01213,X Article lead - 1991434093259857921,Article / social longform,http://x.com/i/article/1991434093259857921,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Atlantis_p2p: https://t.co/SnDt4Penol
E01214,X Article lead - 1995773844725137411,Article / social longform,http://x.com/i/article/1995773844725137411,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @rocketman_w: https://t.co/svSNCG43R5
E01215,X Article lead - 1995909470434574336,Article / social longform,http://x.com/i/article/1995909470434574336,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @binji_x: https://t.co/EUBUJgpyDw
E01216,X Article lead - 1995976778989666306,Article / social longform,http://x.com/i/article/1995976778989666306,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @rocketman_w: https://t.co/n38C6V71I2
E01217,X Article lead - 1996823328468750336,Article / social longform,http://x.com/i/article/1996823328468750336,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @owocki: https://t.co/b8fg95Kooz
E01218,X Article lead - 1997368797108580352,Article / social longform,http://x.com/i/article/1997368797108580352,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @owocki: https://t.co/JpWUYnGbpx
E01219,X Article lead - 1998453641447870464,Article / social longform,http://x.com/i/article/1998453641447870464,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @LidoFinance: https://t.co/zFlXh37X1k
E01220,X Article lead - 2001135898596122624,Article / social longform,http://x.com/i/article/2001135898596122624,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @owocki: https://t.co/zFFlfHXzOO
E01221,X Article lead - 2001484972620673025,Article / social longform,http://x.com/i/article/2001484972620673025,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @DisruptionJoe: https://t.co/Lh2isadeBk
E01222,X Article lead - 2002882812697808897,Article / social longform,http://x.com/i/article/2002882812697808897,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @DisruptionJoe: https://t.co/rlZt9vqPYY
E01223,X Article lead - 2003227242835628032,Article / social longform,http://x.com/i/article/2003227242835628032,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @marek_: https://t.co/md7roWvg6M
E01224,X Article lead - 2003344975170506753,Article / social longform,http://x.com/i/article/2003344975170506753,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Atlantis_p2p: https://t.co/By3BClSzV9
E01225,X Article lead - 2003429042003808256,Article / social longform,http://x.com/i/article/2003429042003808256,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Snapcrackle: https://t.co/E1znWKDEsW
E01226,X Article lead - 2003463223698493440,Article / social longform,http://x.com/i/article/2003463223698493440,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @IrthuSuresh: https://t.co/S3JZlI2QIw
E01227,X Article lead - 2005722663210344448,Article / social longform,http://x.com/i/article/2005722663210344448,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @DisruptionJoe: https://t.co/4RB95PgLVN
E01228,X Article lead - 2005758090990481408,Article / social longform,http://x.com/i/article/2005758090990481408,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @guiribabrb: https://t.co/DfzCEiibQ2
E01229,X Article lead - 2006404184510443521,Article / social longform,http://x.com/i/article/2006404184510443521,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @owocki: https://t.co/oQ4GIdGUyW
E01230,X Article lead - 2007540819763544064,Article / social longform,http://x.com/i/article/2007540819763544064,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @aaronjmars: https://t.co/4RAwbgcyhy
